Code DANE,Municipality,Department,2016_yes_total,2016_no_total,2016_yes_percentage,2016_no_percentage,2016_turnout_percentage,2016_turnout,mun_risk_level,number_municipalities,mun_med_risk,mun_high_risk,mun_extr_risk,total_municipalities_at_risk,percentage_department_at_risk,org_crim_2014_2016,param_groups_1996_2011,ELN_2014_2016,FARC_2014_2015,des_zones_FARC_2016,var1_cat,pol_soc_viol_2016,press_liber_2016,mass_displ_2016,cat2_var,ill_crops_2015,ill_mining_2015,cat3_var,vote_corr_2006_2015,ballot_alt_2006_2015,cat4_var,aggregate_cat123,aggregate_cat1234
15238,Duitama,Boyacá,,,48,52,49,,0,,,,,,0,,,,,,0,,1,,1,,,0,,,0,2,2
15244,El Cocuy,Boyacá,,,31,69,34,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15248,El Espino,Boyacá,,,35,65,43,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15272,Firavitoba,Boyacá,,,63,37,37,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15276,Floresta,Boyacá,,,40,60,44,,0,,,,,,0,,,,,,0,,,,0,,,0,,2,2,2,4
15293,Gachantivá,Boyacá,,,48,52,44,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15296,Gameza,Boyacá,,,43,57,37,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15299,Garagoa,Boyacá,,,50,50,44,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15317,Guacamayas,Boyacá,,,20,80,38,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
15322,Guateque,Boyacá,,,52,48,38,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15325,Guayatá,Boyacá,,,58,42,40,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15332,Güicán,Boyacá,,,48,52,40,,0,,,,,,0,,,2,,,2,,,,0,,,0,,,0,4,4
15362,Iza,Boyacá,,,44,56,39,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
15367,Jenesano,Boyacá,,,64,36,31,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15368,Jericó,Boyacá,,,39,61,30,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15377,Labranzagrande,Boyacá,,,46,54,37,,0,,,,,,0,,,2,,,2,,,,0,,,0,,,0,4,4
15380,La Capilla,Boyacá,,,52,48,42,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15401,La Victoria,Boyacá,,,32,68,37,,0,,,,,,0,,,,,,0,,,,0,,,0,2,,2,2,4
15403,La Uvita,Boyacá,,,75,25,38,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15407,Villa de Leyva,Boyacá,,,52,48,48,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15425,Macanal,Boyacá,,,39,61,34,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15442,Maripí,Boyacá,,,75,25,30,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15455,Miraflores,Boyacá,,,65,35,49,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15464,Mongua,Boyacá,,,24,76,42,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15466,Monguí,Boyacá,,,38,62,39,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15469,Moniquirá,Boyacá,,,52,48,37,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15476,Motavita,Boyacá,,,53,47,37,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
15480,Muzo,Boyacá,,,37,63,34,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15491,Nobsa,Boyacá,,,50,50,50,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
15494,Nuevo Colón,Boyacá,,,64,36,39,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15500,Oicatá,Boyacá,,,55,45,47,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15507,Otanche,Boyacá,,,44,56,37,,0,,,,,,0,,,,,,0,,,,0,1,,1,,,0,2,2
15511,Pachavita,Boyacá,,,50,50,39,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15514,Páez,Boyacá,,,48,52,53,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15516,Paipa,Boyacá,,,56,44,46,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15518,Pajarito,Boyacá,,,37,63,38,,0,,,,,,0,,,2,1,,3,,,,0,,,0,,,0,6,6
15522,Panqueba,Boyacá,,,46,54,40,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15531,Pauna,Boyacá,,,65,35,36,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15533,Paya,Boyacá,,,46,54,52,,0,,,,,,0,,,2,,,2,,,,0,,,0,1,,1,5,6
15537,Paz de Río,Boyacá,,,66,34,40,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15542,Pesca,Boyacá,,,40,60,28,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15550,Pisba,Boyacá,,,43,57,45,,0,,,,,,0,,,2,1,,3,,,,0,,,0,,,0,6,6
15572,Puerto Boyacá,Boyacá,,,31,69,41,,0,,,,,,0,,,,,,0,,1,,1,1,,1,,1,1,5,6
15580,Quípama,Boyacá,,,37,63,36,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15599,Ramiriquí,Boyacá,,,54,46,32,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15600,Ráquira,Boyacá,,,49,51,38,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15621,Rondón,Boyacá,,,52,48,41,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15632,Saboyá,Boyacá,,,64,36,38,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15638,Sáchica,Boyacá,,,53,47,41,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
15646,Samacá,Boyacá,,,50,50,36,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15660,San Eduardo,Boyacá,,,64,36,49,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
15664,San José de Pare,Boyacá,,,53,47,35,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15667,San Luis de Gaceno,Boyacá,,,36,64,40,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15673,San Mateo,Boyacá,,,34,66,32,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15676,San Miguel de Sema,Boyacá,,,48,52,40,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15681,San Pablo de Borbur,Boyacá,,,32,68,33,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15686,Santana,Boyacá,,,52,48,32,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15690,Santa María,Boyacá,,,40,60,34,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15693,Santa Rosa de Viterbo,Boyacá,,,43,57,46,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15696,Santa Sofía,Boyacá,,,62,38,35,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15720,Sativanorte,Boyacá,,,51,49,32,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15723,Sativasur,Boyacá,,,53,47,31,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
15740,Siachoque,Boyacá,,,35,65,37,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15753,Soatá,Boyacá,,,42,58,48,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15755,Socotá,Boyacá,,,39,61,36,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15757,Socha,Boyacá,,,50,50,39,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15759,Sogamoso,Boyacá,,,49,51,47,,0,,,,,,0,2,,,,,2,,1,,1,,,0,,1,1,7,8
15761,Somondoco,Boyacá,,,61,39,32,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15762,Sora,Boyacá,,,60,40,52,,0,,,,,,0,,,,,,0,,,,0,,,0,1,1,2,2,4
15763,Sotaquirá,Boyacá,,,52,48,38,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15764,Soracá,Boyacá,,,33,67,43,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15774,Susacón,Boyacá,,,63,37,45,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15776,Sutamarchán,Boyacá,,,55,45,40,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15778,Sutatenza,Boyacá,,,48,52,36,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15790,Tasco,Boyacá,,,59,41,32,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15798,Tenza,Boyacá,,,63,37,47,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15804,Tibaná,Boyacá,,,64,36,29,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15806,Tibasosa,Boyacá,,,52,48,43,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15808,Tinjacá,Boyacá,,,56,44,46,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
15810,Tipacoque,Boyacá,,,52,48,34,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15814,Toca,Boyacá,,,49,51,34,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15816,Togüí,Boyacá,,,56,44,23,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
15820,Tópaga,Boyacá,,,41,59,47,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
15822,Tota,Boyacá,,,35,65,23,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15832,Tununguá,Boyacá,,,72,28,50,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15835,Turmequé,Boyacá,,,67,33,31,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15837,Tuta,Boyacá,,,51,49,43,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
15839,Tutazá,Boyacá,,,54,46,52,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
15842,Umbita,Boyacá,,,44,56,39,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15861,Ventaquemada,Boyacá,,,48,52,31,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15879,Viracachá,Boyacá,,,43,57,32,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15897,Zetaquira,Boyacá,,,66,34,36,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
,Total,Boyacá,188840,188170,50.08,49.91,41.74,387666,,123,1,0,0,1,1,,,,,,0,,,,0,,,0,,,0,,0
17001,Manizales,Caldas,,,49,51,48,,2,,,2,,,0,,2,,,,2,3,1,,4,,1,1,,3,3,19,22
17013,Aguadas,Caldas,,,29,71,37,,0,,,,,,0,,1,,,,1,,,,0,,,0,,1,1,3,4
17042,Anserma,Caldas,,,31,69,40,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
17050,Aranzazu,Caldas,,,40,60,36,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
17088,Belalcázar,Caldas,,,42,58,38,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
17174,Chinchiná,Caldas,,,37,63,39,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
17272,Filadelfia,Caldas,,,43,57,35,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
17380,La Dorada,Caldas,,,34,66,37,,0,,,,,,0,,1,,,,1,,,,0,,1,1,,2,2,6,8
17388,La Merced,Caldas,,,44,56,37,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
17433,Manzanares,Caldas,,,36,64,33,,0,,,,,,0,,,,,,0,,,,0,,1,1,1,,1,3,4
17442,Marmato,Caldas,,,31,69,25,,0,,,,,,0,,,,,,0,,,,0,,2,2,,,0,4,4
17444,Marquetalia,Caldas,,,37,63,36,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
17446,Marulanda,Caldas,,,50,50,31,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
17486,Neira,Caldas,,,35,65,35,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
17495,Norcasia,Caldas,,,43,57,37,,0,,,,,,0,,,,,,0,,,,0,,2,2,,,0,4,4
17513,Pácora,Caldas,,,36,64,37,,0,,,,,,0,,,,,,0,,,,0,,2,2,,,0,4,4
17524,Palestina,Caldas,,,43,57,30,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
17541,Pensilvania,Caldas,,,32,68,37,,0,,,,,,0,,,,,,0,,,,0,,2,2,,,0,4,4
17614,Riosucio,Caldas,,,42,58,40,,1,,1,,,,0,,2,,,,2,,,,0,,1,1,,2,2,9,11
17616,Risaralda,Caldas,,,32,68,28,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
17653,Salamina,Caldas,,,41,59,34,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
17662,Samaná,Caldas,,,44,56,41,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
17665,San José,Caldas,,,43,57,30,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
17777,Supía,Caldas,,,33,67,37,,0,,,,,,0,,,,,,0,,1,,1,,1,1,,3,3,7,10
17867,Victoria,Caldas,,,42,58,37,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
17873,Villamaría,Caldas,,,43,57,47,,0,,,,,,0,,,,,,0,,,,0,,,0,,2,2,2,4
17877,Viterbo,Caldas,,,27,73,41,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
,Total,Caldas,135540,180366,42.9,57.09,41.82,325680,,27,1,1,0,2,7,,,,,,0,,,,0,,,0,,,0,,0
18001,Florencia,Caquetá,,,39,61,34,,2,,,2,,,0,2,,,1,,3,3,1,,4,1,,1,,,0,18,18
18029,Albania,Caquetá,,,35,65,36,,0,,,,,,0,,,,,,0,,,,0,1,,1,,,0,2,2
18094,Belén de Los Andaquies,Caquetá,,,40,60,34,,0,,,,,,0,,,,1,,1,,,,0,2,,2,,,0,6,6
18150,Cartagena del Chairá,Caquetá,,,74,26,26,,3,,,,3,,0,,,,1,1,2,,,,0,1,,1,3,,3,12,15
18205,Curillo,Caquetá,,,41,59,25,,0,,,,,,0,,,,,,0,,,,0,3,,3,1,,1,7,8
18247,El Doncello,Caquetá,,,39,61,27,,2,,,2,,,0,,,,1,,1,3,1,,4,2,,2,1,,1,17,18
18256,El Paujil,Caquetá,,,45,55,23,,0,,,,,,0,,,,1,,1,,,,0,2,,2,2,,2,8,10
18410,La Montañita,Caquetá,,,74,26,30,,3,,,,3,,0,,,,1,1,2,,,,0,3,,3,2,,2,15,17
18460,Milán,Caquetá,,,56,44,20,,0,,,,,,0,,,,1,,1,,,,0,2,,2,1,,1,7,8
18479,Morelia,Caquetá,,,35,65,32,,0,,,,,,0,,,,,,0,,,,0,1,,1,,,0,2,2
18592,Puerto Rico,Caquetá,,,50,50,29,,2,,,2,,,0,,,,1,,1,3,,,3,2,,2,2,,2,16,18
18610,San José del Fragua,Caquetá,,,40,60,33,,2,,,2,,,0,,,,,,0,3,,,3,3,1,4,,,0,16,16
18753,San Vicente del Caguán,Caquetá,,,63,37,31,,3,,,,3,,0,2,,,1,1,4,3,,,3,1,,1,3,,3,22,25
18756,Solano,Caquetá,,,77,23,26,,1,,1,,,,0,,,,1,,1,,,,0,1,,1,3,,3,8,11
18785,Solita,Caquetá,,,38,62,23,,0,,,,,,0,,,,,,0,,,,0,1,,1,1,,1,3,4
18860,Valparaíso,Caquetá,,,47,53,26,,0,,,,,,0,,,,,,0,,,,0,1,,1,,,0,2,2
,Total,Caquetá,39197,44282,46.95,53.04,30.41,85490,,16,1,4,3,8,50,,,,,,0,,,,0,,,0,,,0,,0
19001,Popayán,Cauca,,,59,41,42,,2,,,2,,,0,2,2,2,,,6,3,1,,4,,,0,,,0,22,22
19022,Almaguer,Cauca,,,83,17,30,,2,,,2,,,0,,,2,,,2,3,,,3,2,,2,,,0,16,16
19050,Argelia,Cauca,,,89,11,38,,2,,,2,,,0,,,2,1,,3,,,,0,3,,3,,,0,14,14
19075,Balboa,Cauca,,,86,14,34,,2,,,2,,,0,2,,2,1,,5,,,,0,2,,2,,,0,16,16
19100,Bolívar,Cauca,,,65,35,27,,2,,,2,,,0,,,2,1,,3,3,,,3,2,1,3,,,0,20,20
19110,Buenos Aires,Cauca,,,72,28,43,,3,,,,3,,0,,,2,1,1,4,3,1,,4,1,2,3,,2,2,27,29
19130,Cajibío,Cauca,,,71,29,31,,2,,,2,,,0,,,2,1,,3,,,,0,2,,2,,,0,12,12
19137,Caldono,Cauca,,,80,20,43,,3,,,,3,,0,,,,1,1,2,,1,,1,,,0,,1,1,10,11
19142,Caloto,Cauca,,,73,27,47,,2,,,2,,,0,2,1,,1,,4,3,,,3,1,1,2,,,0,20,20
19212,Corinto,Cauca,,,69,31,49,,3,,,,3,,0,2,,,1,1,4,3,,,3,1,,1,,,0,19,19
19256,El Tambo,Cauca,,,59,41,35,,3,,,,3,,0,2,2,2,1,,7,3,,,3,3,1,4,,,0,31,31
19290,Florencia,Cauca,,,75,25,47,,1,,1,,,,0,,,2,,,2,3,,,3,,,0,,,0,11,11
19300,Guachené,Cauca,,,71,29,50,,0,,,,,,0,,,,,,0,,,,0,,1,1,,1,1,3,4
19318,Guapi,Cauca,,,93,7,32,,1,,1,,,,0,,,2,1,,3,,,,0,1,1,2,,,0,11,11
19355,Inzá,Cauca,,,74,26,28,,0,,,,,,0,,,,1,,1,,,,0,1,,1,,,0,4,4
19364,Jambaló,Cauca,,,86,14,49,,0,,,,,,0,,,,1,,1,,1,,1,,,0,,,0,4,4
19392,La Sierra,Cauca,,,61,39,33,,1,,1,,,,0,,,2,,,2,,,,0,1,2,3,,1,1,12,13
19397,La Vega,Cauca,,,77,23,35,,1,,1,,,,0,,,2,,,2,,,,0,2,1,3,,,0,11,11
19418,López,Cauca,,,94,6,35,,3,,,,3,,0,,,2,1,,3,,,3,3,2,2,4,,1,1,24,25
19450,Mercaderes,Cauca,,,77,23,31,,2,,,2,,,0,2,,2,1,,5,,,,0,2,,2,,,0,16,16
19455,Miranda,Cauca,,,64,36,51,,2,,,2,,,0,,1,,1,,2,3,,,3,1,,1,,,0,14,14
19473,Morales,Cauca,,,61,39,35,,0,,,,,,0,,,,1,,1,,,,0,2,,2,,,0,6,6
19513,Padilla,Cauca,,,75,25,47,,0,,,,,,0,,,,1,,1,,,,0,,,0,,1,1,3,4
19517,Paez,Cauca,,,72,28,35,,0,,,,,,0,,,,1,,1,,,,0,1,,1,,,0,4,4
19532,Patía,Cauca,,,72,28,32,,2,,,2,,,0,,1,2,1,,4,,1,,1,2,1,3,1,,1,19,20
19533,Piamonte,Cauca,,,67,33,31,,2,,,2,,,0,,,2,1,,3,,,,0,3,1,4,1,,1,17,18
19548,Piendamó,Cauca,,,53,47,35,,1,,1,,,,0,,,,1,,1,3,1,,4,,,0,,,0,11,11
19573,Puerto Tejada,Cauca,,,67,33,41,,0,,,,,,0,,,,,,0,,,,0,,,0,,3,3,3,6
19585,Puracé,Cauca,,,64,36,28,,0,,,,,,0,,,2,1,,3,,,,0,,,0,,,0,6,6
19622,Rosas,Cauca,,,60,40,37,,2,,,2,,,0,2,,2,1,,5,,,,0,1,1,2,,,0,16,16
19693,San Sebastián,Cauca,,,79,21,38,,1,,1,,,,0,,,2,1,,3,,,,0,2,,2,,,0,11,11
19698,Santander de Quilichao,Cauca,,,58,42,40,,3,,,,3,,0,,2,2,1,,5,3,1,,4,,2,2,,,0,25,25
19701,Santa Rosa,Cauca,,,65,35,31,,0,,,,,,0,,,2,,,2,,,,0,,,0,,,0,4,4
19743,Silvia,Cauca,,,76,24,36,,0,,,,,,0,,,,1,,1,,,,0,1,,1,,,0,4,4
19760,Sotara,Cauca,,,68,32,43,,0,,,,,,0,,,,,,0,,,,0,1,,1,,,0,2,2
19780,Suárez,Cauca,,,82,18,33,,1,,1,,,,0,,,,1,,1,,,,0,2,1,3,,,0,9,9
19785,Sucre,Cauca,,,67,33,39,,1,,1,,,,0,,,2,1,,3,,,,0,2,,2,1,,1,12,13
19807,Timbío,Cauca,,,55,45,38,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
19809,Timbiquí,Cauca,,,94,6,44,,2,,,2,,,0,,,2,1,,3,,,,0,2,2,4,,,0,16,16
19821,Toribio,Cauca,,,85,15,49,,1,,1,,,,0,,,,1,,1,3,,,3,1,,1,,,0,11,11
19824,Totoró,Cauca,,,75,25,33,,0,,,,,,0,2,,,1,,3,,,,0,,,0,,,0,6,6
19845,Villa Rica,Cauca,,,70,30,44,,0,,,,,,0,,,,,,0,,,,0,,,0,,3,3,3,6
,Total,Cauca,235219,113776,67.39,32.6,38.98,361577,,42,9,13,6,28,67,,,,,,0,,,,0,,,0,,,0,,0
20001,Valledupar,Cesar,,,52,48,31,,2,,,2,,,0,2,3,,,,5,,1,,1,,,0,,,0,14,14
20011,Aguachica,Cesar,,,31,69,41,,2,,,2,,,0,,2,2,1,,5,3,,,3,,,0,,,0,18,18
20013,Agustín Codazzi,Cesar,,,48,52,29,,2,,,2,,,0,,2,,,,2,3,,,3,,,0,,,0,12,12
20032,Astrea,Cesar,,,53,47,27,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
20045,Becerril,Cesar,,,61,39,32,,2,,,2,,,0,,,,,,0,3,,3,6,1,,1,,,0,16,16
20060,Bosconia,Cesar,,,58,42,33,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
20175,Chimichagua,Cesar,,,54,46,27,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
20178,Chiriguaná,Cesar,,,59,41,32,,2,,,2,,,0,2,,2,,,4,3,,,3,,,0,,,0,16,16
20228,Curumaní,Cesar,,,59,41,30,,0,,,,,,0,,,2,1,,3,,,,0,,,0,,,0,6,6
20238,El Copey,Cesar,,,65,35,27,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
20250,El Paso,Cesar,,,64,36,33,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
20295,Gamarra,Cesar,,,33,52,34,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
20310,González,Cesar,,,52,48,32,,0,,,,,,0,,,,,,0,,,,0,2,,2,,,0,4,4
20383,La Gloria,Cesar,,,51,49,36,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
20400,La Jagua de Ibirico,Cesar,,,54,46,39,,0,,,,,,0,,1,,,,1,,,,0,1,,1,,,0,4,4
20443,Manaure,Cesar,,,61,39,44,,0,,,,,,0,,,,,,0,,1,,1,,,0,,1,1,3,4
20517,Pailitas,Cesar,,,60,40,35,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
20550,Pelaya,Cesar,,,48,52,36,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
20570,Pueblo Bello,Cesar,,,68,32,15,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
20614,Río de Oro,Cesar,,,37,63,32,,0,,,,,,0,,,2,,,2,,,,0,,,0,,,0,4,4
20621,La Paz,Cesar,,,58,42,33,,3,,,,3,,0,,,,,1,1,,,,0,1,,1,,,0,7,7
20710,San Alberto,Cesar,,,38,62,37,,0,,,,,,0,,1,,,,1,,,,0,1,,1,,,0,4,4
20750,San Diego,Cesar,,,61,39,36,,0,,,,,,0,,1,,1,,2,,,,0,,,0,,,0,4,4
20770,San Martín,Cesar,,,35,65,40,,0,,,,,,0,,1,,,,1,,,,0,1,,1,,,0,4,4
20787,Tamalameque,Cesar,,,68,32,28,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
,Total,Cesar,120595,117446,50.66,49.33,32.53,243022,,25,0,5,1,6,24,,,,,,0,,,,0,,,0,,,0,,0
23001,Montería,Córdoba,,,48.02,51.97,30.79,,2,,,2,,,0,3,2,,,,5,3,1,,4,,,0,,,0,20,20
23068,Ayapel,Córdoba,,,59.17,40.82,22.41,,2,,,2,,,0,3,,,,,3,,,,0,,3,3,,,0,14,14
23079,Buenavista,Córdoba,,,72.42,27.57,32.39,,0,,,,,,0,3,,,,,3,,1,,1,,,0,,,0,8,8
23090,Canalete,Córdoba,,,77.26,22.73,21.54,,2,,,2,,,0,3,,,,,3,3,,,3,,,0,,,0,14,14
23162,Cereté,Córdoba,,,51.23,48.76,32.71,,0,,,,,,0,3,,,,,3,,,,0,,,0,,,0,6,6
23168,Chimá,Córdoba,,,72.13,27.86,31.13,,0,,,,,,0,2,,,,,2,,,,0,,,0,,,0,4,4
23182,Chinú,Córdoba,,,50.34,49.65,37.25,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
23189,Ciénaga de Oro,Córdoba,,,63.01,36.98,36.14,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
23300,Cotorra,Córdoba,,,65.52,34.47,29.39,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
23350,La Apartada,Córdoba,,,67.58,32.41,31.29,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
23417,Lorica,Córdoba,,,67.67,32.32,31.2,,0,,,,,,0,3,,,,,3,,,,0,,,0,,,0,6,6
23419,Los Córdobas,Córdoba,,,77.75,22.24,35.28,,1,,1,,,,0,3,1,,,,4,,,,0,,,0,,,0,9,9
23464,Momil,Córdoba,,,67.86,32.13,32.63,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
23466,Montelíbano,Córdoba,,,58.17,41.82,34.11,,2,,,2,,,0,2,1,,1,,4,3,1,,4,2,1,3,,,0,24,24
23500,Moñitos,Córdoba,,,79.51,20.48,30,,0,,,,,,0,3,,,,,3,,,,0,,,0,,,0,6,6
23555,Planeta Rica,Córdoba,,,58.15,41.84,28.69,,0,,,,,,0,2,1,,,,3,,,,0,,,0,,,0,6,6
23570,Pueblo Nuevo,Córdoba,,,66.78,33.21,31.98,,0,,,,,,0,3,,,,,3,,,,0,,,0,,,0,6,6
23574,Puerto Escondido,Córdoba,,,77.36,22.63,30.42,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
23580,Puerto Libertador,Córdoba,,,75.92,24.07,40.26,,3,,,,3,,0,3,2,,1,,6,,,3,3,2,1,3,,,0,27,27
23586,Purísima,Córdoba,,,52.58,47.41,29.09,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
23660,Sahagún,Córdoba,,,62.82,37.17,34.33,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
23670,San Andrés Sotavento,Córdoba,,,72.98,27.01,38.87,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
23672,San Antero,Córdoba,,,62.55,37.44,34.22,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
23675,San Bernardo del Viento,Córdoba,,,80.17,19.82,27.89,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
